round_id,camel_c_0_location,camel_c_0_stack_location,camel_c_0_yet_to_move,camel_c_1_location,camel_c_1_stack_location,camel_c_1_yet_to_move,camel_c_2_location,camel_c_2_stack_location,camel_c_2_yet_to_move,camel_c_3_location,camel_c_3_stack_location,camel_c_3_yet_to_move,camel_c_4_location,camel_c_4_stack_location,camel_c_4_yet_to_move,player_0_coins,player_1_coins,player_2_coins,player_3_coins,active_player,action_type,camel,trap_type,trap_location,player_2_trap_location,player_2_trap_type,bet_type,player_0_trap_location,player_0_trap_type,player_1_trap_location,player_1_trap_type,distance,player_3_trap_location,player_3_trap_type,game_id,player_0_name,player_0_final,player_1_name,player_1_final,player_2_name,player_2_final,player_3_name,player_3_final,winners
63,6,3,False,6,1,True,6,2,True,10,0,True,6,0,False,14,9,11,7,2.0,round_winner_bet,c_0,,,9.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
64,6,3,False,6,1,True,6,2,True,10,0,True,6,0,False,14,9,11,7,3.0,game_bet,c_4,,,9.0,1.0,lose,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
65,10,2,False,6,1,True,10,1,False,10,0,True,6,0,False,15,9,12,7,0.0,move_camel,c_2,,,9.0,1.0,,3.0,-1.0,13.0,-1.0,4.0,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
66,10,2,False,6,1,True,10,1,False,10,0,True,6,0,False,15,9,12,7,1.0,round_winner_bet,c_0,,,9.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
67,10,2,False,6,1,True,10,1,False,10,0,True,6,0,False,15,9,12,7,2.0,round_winner_bet,c_0,,,9.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
68,10,2,False,8,0,False,10,1,False,10,0,True,6,0,False,15,9,12,8,3.0,move_camel,c_1,,,9.0,1.0,,3.0,-1.0,13.0,-1.0,2.0,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
69,10,2,False,8,0,False,10,1,False,10,0,True,6,0,False,15,9,12,8,0.0,game_bet,c_1,,,9.0,1.0,lose,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
70,10,2,False,8,0,False,10,1,False,10,0,True,6,0,False,15,9,12,8,1.0,game_bet,c_1,,,9.0,1.0,lose,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
71,10,2,False,8,0,False,10,1,False,10,0,True,6,0,False,15,9,12,8,2.0,game_bet,c_1,,,9.0,1.0,lose,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
72,10,2,False,8,0,False,10,1,False,10,0,True,6,0,False,15,9,12,8,3.0,game_bet,c_1,,,9.0,1.0,lose,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
73,10,2,False,8,0,False,10,1,False,10,0,True,6,0,False,15,9,12,8,0.0,round_winner_bet,c_2,,,9.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
74,10,2,False,8,0,False,10,1,False,10,0,True,6,0,False,15,9,12,8,1.0,round_winner_bet,c_2,,,9.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
75,12,2,True,8,0,True,12,1,True,12,0,True,6,0,True,15,13,20,7,2.0,move_camel,c_3,,,9.0,1.0,,3.0,-1.0,13.0,-1.0,2.0,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
76,12,2,True,8,0,True,12,1,True,12,0,True,6,0,True,15,13,20,7,3.0,round_winner_bet,c_0,,,9.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
77,12,2,True,8,0,True,12,1,True,12,0,True,6,0,True,15,13,20,7,0.0,round_winner_bet,c_0,,,9.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
78,12,2,True,8,0,True,12,1,True,12,0,True,6,0,True,15,13,20,7,1.0,round_winner_bet,c_2,,,9.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
79,12,2,True,8,0,True,12,1,True,12,0,True,6,0,True,15,13,20,7,2.0,move_trap,,1.0,15.0,15.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
80,12,2,True,8,0,True,12,1,True,12,0,True,6,0,True,15,13,20,7,3.0,round_winner_bet,c_0,,,15.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
81,12,2,True,8,0,True,12,1,True,12,0,True,6,0,True,15,13,20,7,0.0,round_winner_bet,c_2,,,15.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
82,12,2,True,8,0,True,12,1,True,12,0,True,6,0,True,15,13,20,7,1.0,round_winner_bet,c_2,,,15.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
83,12,2,True,8,0,True,12,1,True,12,0,True,9,0,False,15,13,21,7,2.0,move_camel,c_4,,,15.0,1.0,,3.0,-1.0,13.0,-1.0,3.0,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
84,14,1,True,8,0,True,14,0,False,12,0,True,9,0,False,15,13,21,8,3.0,move_camel,c_2,,,15.0,1.0,,3.0,-1.0,13.0,-1.0,2.0,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
85,14,1,True,8,0,True,14,0,False,12,0,True,9,0,False,15,13,21,8,0.0,round_winner_bet,c_3,,,15.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
86,14,1,True,11,0,False,14,0,False,12,0,True,9,0,False,15,14,21,8,1.0,move_camel,c_1,,,15.0,1.0,,3.0,-1.0,13.0,-1.0,3.0,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
87,14,1,True,11,0,False,14,0,False,14,2,False,9,0,False,15,14,22,8,2.0,move_camel,c_3,,,15.0,1.0,,3.0,-1.0,13.0,-1.0,2.0,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
88,14,1,True,11,0,False,14,0,False,14,2,False,9,0,False,15,14,22,8,3.0,round_winner_bet,c_3,,,15.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
89,14,1,True,11,0,False,14,0,False,14,2,False,9,0,False,15,14,22,8,0.0,round_winner_bet,c_3,,,15.0,1.0,,3.0,-1.0,13.0,-1.0,,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
90,17,0,True,11,0,True,14,0,True,17,1,True,9,0,True,22,23,32,16,1.0,move_camel,c_0,,,15.0,1.0,,3.0,-1.0,13.0,-1.0,3.0,7.0,-1.0,greedy_4player_g12,GreedyAgent,22,GreedyAgent,23,GreedyAgent,32,GreedyAgent,16,GreedyAgent
0,2,1,True,1,0,True,2,0,True,0,0,True,2,2,True,2,2,2,2,,,,,,,,,,,,,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
1,2,1,True,1,0,True,2,0,True,0,0,True,2,2,True,2,2,2,2,0.0,round_winner_bet,c_4,,,,,,,,,,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
2,2,1,True,1,0,True,2,0,True,0,0,True,2,2,True,2,2,2,2,1.0,move_trap,,-1.0,3.0,,,,,,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
3,2,1,True,1,0,True,2,0,True,0,0,True,2,2,True,2,2,2,2,2.0,round_winner_bet,c_0,,,,,,,,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
4,2,1,True,1,0,True,2,0,True,0,0,True,2,2,True,2,2,2,2,3.0,round_winner_bet,c_4,,,,,,,,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
5,2,1,True,1,0,True,2,0,True,0,0,True,2,2,True,2,2,2,2,0.0,game_bet,c_3,,,,,lose,,,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
6,2,1,True,1,0,True,2,0,True,0,0,True,2,2,True,2,2,2,2,1.0,game_bet,c_3,,,,,lose,,,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
7,2,1,True,1,0,True,2,0,True,0,0,True,2,2,True,2,2,2,2,2.0,game_bet,c_3,,,,,lose,,,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
8,2,1,True,1,0,True,2,0,True,0,0,True,2,2,True,2,2,2,2,3.0,game_bet,c_3,,,,,lose,,,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
9,2,1,True,1,0,True,2,0,True,0,0,True,2,2,True,2,2,2,2,0.0,move_trap,,1.0,5.0,,,,5.0,1.0,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
10,2,1,True,1,0,True,2,0,True,0,0,True,2,2,True,2,2,2,2,1.0,round_winner_bet,c_0,,,,,,5.0,1.0,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
11,2,1,True,1,0,True,2,0,True,0,0,True,2,2,True,2,2,2,2,2.0,game_bet,c_4,,,,,win,5.0,1.0,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
12,2,1,True,1,0,True,2,0,True,2,3,False,2,2,True,2,2,2,3,3.0,move_camel,c_3,,,,,,5.0,1.0,3.0,-1.0,2.0,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
13,2,1,True,1,0,True,2,0,True,2,3,False,2,2,True,2,2,2,3,0.0,round_winner_bet,c_3,,,,,,5.0,1.0,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
14,2,1,True,1,0,True,2,0,True,2,3,False,2,2,True,2,2,2,3,1.0,game_bet,c_1,,,,,lose,5.0,1.0,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
15,2,1,True,1,0,True,2,0,True,2,3,False,2,2,True,2,2,2,3,2.0,round_winner_bet,c_3,,,,,,5.0,1.0,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
16,2,1,True,1,0,True,2,0,True,2,3,False,2,2,True,2,2,2,3,3.0,round_winner_bet,c_3,,,,,,5.0,1.0,3.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
17,4,1,True,1,0,True,4,0,False,4,3,False,4,2,True,3,2,2,3,0.0,move_camel,c_2,,,,,,5.0,1.0,3.0,-1.0,2.0,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
18,4,1,True,1,0,True,4,0,False,4,3,False,4,2,True,3,2,2,3,1.0,move_trap,,-1.0,7.0,,,,5.0,1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
19,4,1,True,1,0,True,4,0,False,4,3,False,4,2,True,3,2,2,3,2.0,game_bet,c_1,,,,,lose,5.0,1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
20,4,1,True,1,0,True,4,0,False,4,3,False,4,2,True,3,2,2,3,3.0,game_bet,c_2,,,,,lose,5.0,1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
21,4,1,True,1,0,True,4,0,False,4,3,False,4,2,True,3,2,2,3,0.0,move_trap,,-1.0,3.0,,,,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
22,4,1,True,2,0,False,4,0,False,4,3,False,4,2,True,3,3,2,3,1.0,move_camel,c_1,,,,,,3.0,-1.0,7.0,-1.0,1.0,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
23,4,1,True,2,0,False,4,0,False,4,3,False,4,2,True,3,3,2,3,2.0,move_trap,,1.0,5.0,5.0,1.0,,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
24,4,1,True,2,0,False,4,0,False,4,3,False,4,2,True,3,3,2,3,3.0,game_bet,c_1,,,5.0,1.0,lose,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
25,4,1,True,2,0,False,4,0,False,4,3,False,4,2,True,3,3,2,3,0.0,game_bet,c_1,,,5.0,1.0,lose,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
26,6,0,False,2,0,False,4,0,False,6,2,False,6,1,True,3,4,2,3,1.0,move_camel,c_0,,,5.0,1.0,,3.0,-1.0,7.0,-1.0,2.0,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
27,6,0,True,2,0,True,4,0,True,8,1,True,8,0,True,9,3,5,6,2.0,move_camel,c_4,,,5.0,1.0,,3.0,-1.0,7.0,-1.0,2.0,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
28,6,0,True,2,0,True,4,0,True,8,1,True,8,0,True,9,3,5,6,3.0,round_winner_bet,c_3,,,5.0,1.0,,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
29,6,0,True,2,0,True,4,0,True,8,1,True,8,0,True,9,3,5,6,0.0,round_winner_bet,c_4,,,5.0,1.0,,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
30,6,0,True,2,0,True,4,0,True,8,1,True,8,0,True,9,3,5,6,1.0,round_winner_bet,c_3,,,5.0,1.0,,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
31,6,0,True,2,0,True,4,0,True,8,1,True,8,0,True,9,3,5,6,2.0,round_winner_bet,c_3,,,5.0,1.0,,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
32,6,0,True,2,0,True,4,0,True,8,1,True,8,0,True,9,3,5,6,3.0,round_winner_bet,c_4,,,5.0,1.0,,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
33,6,0,True,2,0,True,4,0,True,8,1,True,8,0,True,9,3,5,6,0.0,game_bet,c_4,,,5.0,1.0,win,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
34,6,0,True,2,0,True,4,0,True,8,1,True,8,0,True,9,3,5,6,1.0,game_bet,c_4,,,5.0,1.0,win,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
35,6,0,True,2,0,True,4,0,True,8,1,True,8,0,True,9,3,5,6,2.0,game_bet,c_2,,,5.0,1.0,lose,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
36,6,0,True,2,0,True,4,0,True,8,1,True,8,0,True,9,3,5,6,3.0,game_bet,c_4,,,5.0,1.0,win,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
37,6,0,True,2,0,True,4,0,True,8,1,True,8,0,True,9,3,5,6,0.0,round_winner_bet,c_4,,,5.0,1.0,,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
38,6,0,True,2,0,True,4,0,True,8,1,True,8,0,True,9,3,5,6,1.0,game_bet,c_2,,,5.0,1.0,lose,3.0,-1.0,7.0,-1.0,,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
39,6,0,True,4,1,False,4,0,True,8,1,True,8,0,True,9,3,6,6,2.0,move_camel,c_1,,,5.0,1.0,,3.0,-1.0,7.0,-1.0,2.0,,,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
40,6,0,True,4,1,False,4,0,True,8,1,True,8,0,True,9,3,6,6,3.0,move_trap,,1.0,10.0,5.0,1.0,,3.0,-1.0,7.0,-1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
41,6,0,True,4,1,False,4,0,True,8,1,True,8,0,True,9,3,6,6,0.0,game_bet,c_2,,,5.0,1.0,lose,3.0,-1.0,7.0,-1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
42,6,2,True,6,1,False,6,0,False,8,1,True,8,0,True,9,5,6,6,1.0,move_camel,c_2,,,5.0,1.0,,3.0,-1.0,7.0,-1.0,2.0,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
43,9,0,False,6,1,False,6,0,False,8,1,True,8,0,True,9,5,7,6,2.0,move_camel,c_0,,,5.0,1.0,,3.0,-1.0,7.0,-1.0,3.0,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
44,9,0,False,6,1,False,6,0,False,8,1,True,8,0,True,9,5,7,6,3.0,game_bet,c_0,,,5.0,1.0,win,3.0,-1.0,7.0,-1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
45,9,0,False,6,1,False,6,0,False,8,1,True,8,0,True,9,5,7,6,0.0,move_trap,,-1.0,12.0,5.0,1.0,,12.0,-1.0,7.0,-1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
46,9,0,False,6,1,False,6,0,False,11,1,True,11,0,False,9,6,7,6,1.0,move_camel,c_4,,,5.0,1.0,,12.0,-1.0,7.0,-1.0,3.0,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
47,9,0,True,6,1,True,6,0,True,13,0,True,11,0,True,11,9,10,12,2.0,move_camel,c_3,,,5.0,1.0,,12.0,-1.0,7.0,-1.0,2.0,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
48,9,0,True,6,1,True,6,0,True,13,0,True,11,0,True,11,9,10,12,3.0,round_winner_bet,c_3,,,5.0,1.0,,12.0,-1.0,7.0,-1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
49,9,0,True,6,1,True,6,0,True,13,0,True,11,0,True,11,9,10,12,0.0,round_winner_bet,c_3,,,5.0,1.0,,12.0,-1.0,7.0,-1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
50,9,0,True,6,1,True,6,0,True,13,0,True,11,0,True,11,9,10,12,1.0,move_trap,,1.0,15.0,5.0,1.0,,12.0,-1.0,15.0,1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
51,9,0,True,6,1,True,6,0,True,13,0,True,11,0,True,11,9,10,12,2.0,round_winner_bet,c_3,,,5.0,1.0,,12.0,-1.0,15.0,1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
52,9,0,True,6,1,True,6,0,True,13,0,True,11,0,True,11,9,10,12,3.0,round_winner_bet,c_4,,,5.0,1.0,,12.0,-1.0,15.0,1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
53,9,0,True,9,2,True,9,1,False,13,0,True,11,0,True,12,9,10,12,0.0,move_camel,c_2,,,5.0,1.0,,12.0,-1.0,15.0,1.0,3.0,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
54,9,0,True,9,2,True,9,1,False,13,0,True,11,0,True,12,9,10,12,1.0,game_bet,c_0,,,5.0,1.0,lose,12.0,-1.0,15.0,1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
55,9,0,True,9,2,True,9,1,False,13,0,True,11,0,True,12,9,10,12,2.0,game_bet,c_0,,,5.0,1.0,lose,12.0,-1.0,15.0,1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
56,11,0,False,11,2,True,11,1,False,13,0,True,11,3,True,13,9,10,13,3.0,move_camel,c_0,,,5.0,1.0,,12.0,-1.0,15.0,1.0,2.0,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
57,11,0,False,11,2,True,11,1,False,13,0,True,11,3,True,13,9,10,13,0.0,game_bet,c_0,,,5.0,1.0,lose,12.0,-1.0,15.0,1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
58,11,0,False,11,2,True,11,1,False,13,0,True,11,3,True,13,9,10,13,1.0,round_winner_bet,c_4,,,5.0,1.0,,12.0,-1.0,15.0,1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
59,11,2,False,11,0,False,11,3,False,13,0,True,11,1,True,14,9,11,13,2.0,move_camel,c_1,,,5.0,1.0,,12.0,-1.0,15.0,1.0,0.0,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
60,11,2,False,11,0,False,11,3,False,13,0,True,11,1,True,14,9,11,13,3.0,round_winner_bet,c_2,,,5.0,1.0,,12.0,-1.0,15.0,1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
61,11,2,False,11,0,False,11,3,False,13,0,True,11,1,True,14,9,11,13,0.0,round_winner_bet,c_2,,,5.0,1.0,,12.0,-1.0,15.0,1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
62,11,2,False,11,0,False,11,3,False,13,0,True,11,1,True,14,9,11,13,1.0,round_winner_bet,c_2,,,5.0,1.0,,12.0,-1.0,15.0,1.0,,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
63,13,2,False,11,0,False,13,3,False,13,0,True,13,1,False,14,9,12,13,2.0,move_camel,c_4,,,5.0,1.0,,12.0,-1.0,15.0,1.0,2.0,10.0,1.0,greedy_4player_g13,GreedyAgent,17,GreedyAgent,16,GreedyAgent,13,GreedyAgent,16,GreedyAgent
