round_id,camel_c_0_location,camel_c_0_stack_location,camel_c_0_yet_to_move,camel_c_1_location,camel_c_1_stack_location,camel_c_1_yet_to_move,camel_c_2_location,camel_c_2_stack_location,camel_c_2_yet_to_move,camel_c_3_location,camel_c_3_stack_location,camel_c_3_yet_to_move,camel_c_4_location,camel_c_4_stack_location,camel_c_4_yet_to_move,player_0_coins,player_1_coins,player_2_coins,player_3_coins,game_id,active_player,action_type,camel,ev,trap_type,trap_location,player_1_trap_location,player_1_trap_type,distance,bet_type,player_2_trap_location,player_2_trap_type,player_0_trap_location,player_0_trap_type,player_3_trap_location,player_3_trap_type
0,1,0,True,2,0,True,2,1,True,0,0,True,0,1,True,2,2,2,2,0,,,,,,,,,,,,,,,,
1,1,0,True,2,0,True,2,1,True,0,0,True,0,1,True,2,2,2,2,0,0.0,round_winner_bet,c_2,1.722,,,,,,,,,,,,
2,1,0,True,2,0,True,2,1,True,0,0,True,0,1,True,2,2,2,2,0,1.0,move_trap,,1.436,-1.0,3.0,3.0,-1.0,,,,,,,,
3,1,0,True,2,0,True,2,1,True,0,0,True,0,1,True,2,2,2,2,0,2.0,round_winner_bet,c_1,0.792,,,3.0,-1.0,,,,,,,,
4,1,0,True,2,0,True,2,1,True,0,0,True,0,1,True,2,2,2,2,0,3.0,round_winner_bet,c_2,0.884,,,3.0,-1.0,,,,,,,,
5,2,2,False,2,0,True,2,1,True,0,0,True,0,1,True,3,2,2,2,0,0.0,move_camel,c_0,0.75,,,3.0,-1.0,1.0,,,,,,,
6,2,2,False,2,0,True,2,1,True,0,0,True,0,1,True,3,2,2,2,0,1.0,round_winner_bet,c_0,2.24,,,3.0,-1.0,,,,,,,,
7,2,2,False,2,0,True,2,1,True,0,0,True,0,1,True,3,2,2,2,0,2.0,round_winner_bet,c_0,1.262,,,3.0,-1.0,,,,,,,,
8,2,2,False,2,0,True,2,1,True,0,0,True,0,1,True,3,2,2,2,0,3.0,game_bet,c_3,1.345,,,3.0,-1.0,,lose,,,,,,
9,2,2,False,2,0,True,2,1,True,0,0,True,0,1,True,3,2,2,2,0,0.0,game_bet,c_3,1.15875,,,3.0,-1.0,,lose,,,,,,
10,2,2,False,2,0,True,2,1,True,0,0,True,0,1,True,3,2,2,2,0,1.0,game_bet,c_3,1.3212500000000003,,,3.0,-1.0,,lose,,,,,,
11,2,2,False,2,0,True,2,1,True,0,0,True,0,1,True,3,2,2,2,0,2.0,game_bet,c_3,1.3587500000000001,,,3.0,-1.0,,lose,,,,,,
12,2,2,False,2,0,True,2,1,True,0,0,True,0,1,True,3,2,2,2,0,3.0,round_winner_bet,c_0,0.8939999999999999,,,3.0,-1.0,,,,,,,,
13,2,2,False,2,0,True,2,1,True,2,3,False,2,4,True,4,2,2,2,0,0.0,move_camel,c_3,0.75,,,3.0,-1.0,2.0,,,,,,,
14,2,2,False,2,0,True,2,1,True,2,3,False,2,4,True,4,2,2,2,0,1.0,round_winner_bet,c_4,2.132,,,3.0,-1.0,,,,,,,,
15,2,2,False,2,0,True,2,1,True,2,3,False,2,4,True,4,2,2,2,0,2.0,round_winner_bet,c_3,1.6940000000000002,,,3.0,-1.0,,,,,,,,
16,2,2,False,2,0,True,2,1,True,2,3,False,2,4,True,4,2,2,2,0,3.0,round_winner_bet,c_4,1.222,,,3.0,-1.0,,,,,,,,
17,2,2,False,2,0,True,2,1,True,2,3,False,2,4,True,4,2,2,2,0,0.0,round_winner_bet,c_3,1.082,,,3.0,-1.0,,,,,,,,
18,2,2,False,2,0,True,2,1,True,2,3,False,2,4,True,4,2,2,2,0,1.0,game_bet,c_1,0.9237499999999996,,,3.0,-1.0,,lose,,,,,,
19,2,2,False,2,0,True,2,1,True,2,3,False,2,4,True,4,2,2,2,0,2.0,move_trap,,1.4399999999999995,1.0,5.0,3.0,-1.0,,,5.0,1.0,,,,
20,2,2,False,2,0,True,2,1,True,2,3,False,2,4,True,4,2,2,2,0,3.0,round_winner_bet,c_4,0.804,,,3.0,-1.0,,,5.0,1.0,,,,
21,2,2,False,2,0,True,2,1,True,2,3,False,2,4,True,4,2,2,2,0,0.0,round_winner_bet,c_3,0.8280000000000001,,,3.0,-1.0,,,5.0,1.0,,,,
22,6,1,False,2,0,True,6,0,False,6,2,False,6,3,True,4,3,3,2,0,1.0,move_camel,c_2,0.75,,,3.0,-1.0,4.0,,5.0,1.0,,,,
23,6,1,False,2,0,True,6,0,False,6,2,False,6,3,True,4,3,3,2,0,2.0,game_bet,c_1,1.6100000000000003,,,3.0,-1.0,,lose,5.0,1.0,,,,
24,6,1,False,2,0,True,6,0,False,6,2,False,6,3,True,4,3,3,2,0,3.0,game_bet,c_1,1.67,,,3.0,-1.0,,lose,5.0,1.0,,,,
25,6,1,False,2,0,True,6,0,False,6,2,False,6,3,True,4,3,3,2,0,0.0,move_trap,,1.8599999999999999,-1.0,7.0,3.0,-1.0,,,5.0,1.0,7.0,-1.0,,
26,6,1,False,2,0,False,6,0,False,6,2,False,6,3,True,4,5,3,2,0,1.0,move_camel,c_1,0.75,,,3.0,-1.0,0.0,,5.0,1.0,7.0,-1.0,,
27,6,1,False,2,0,False,6,0,False,6,2,False,6,3,True,4,5,3,2,0,2.0,game_bet,c_4,0.9262500000000002,,,3.0,-1.0,,win,5.0,1.0,7.0,-1.0,,
28,6,1,True,2,0,True,6,0,True,6,2,True,9,0,True,5,9,2,6,0,3.0,move_camel,c_4,0.75,,,3.0,-1.0,3.0,,5.0,1.0,7.0,-1.0,,
29,6,1,True,2,0,True,6,0,True,6,2,True,9,0,True,5,9,2,6,0,0.0,game_bet,c_1,4.30875,,,3.0,-1.0,,lose,5.0,1.0,7.0,-1.0,,
30,6,1,True,2,0,True,6,0,True,6,2,True,9,0,True,5,9,2,6,0,1.0,round_winner_bet,c_4,2.0959999999999996,,,3.0,-1.0,,,5.0,1.0,7.0,-1.0,,
31,6,1,True,2,0,True,6,0,True,6,2,True,9,0,True,5,9,2,6,0,2.0,round_winner_bet,c_4,1.3099999999999998,,,3.0,-1.0,,,5.0,1.0,7.0,-1.0,,
32,6,1,True,2,0,True,6,0,True,6,2,True,9,0,True,5,9,2,6,0,3.0,game_bet,c_4,1.31125,,,3.0,-1.0,,win,5.0,1.0,7.0,-1.0,,
33,6,1,True,2,0,True,6,0,True,6,2,True,9,0,True,5,9,2,6,0,0.0,game_bet,c_4,1.52375,,,3.0,-1.0,,win,5.0,1.0,7.0,-1.0,,
34,6,1,True,2,0,True,6,0,True,6,2,True,9,0,True,5,9,2,6,0,1.0,game_bet,c_4,1.47125,,,3.0,-1.0,,win,5.0,1.0,7.0,-1.0,,
35,6,1,True,2,0,True,6,0,True,6,2,True,9,0,True,5,9,2,6,0,2.0,round_winner_bet,c_3,1.1340000000000003,,,3.0,-1.0,,,5.0,1.0,7.0,-1.0,,
36,6,1,True,2,0,True,6,0,True,6,2,True,9,0,True,5,9,2,6,0,3.0,round_winner_bet,c_4,0.8859999999999999,,,3.0,-1.0,,,5.0,1.0,7.0,-1.0,,
37,6,1,True,6,3,False,6,0,True,6,2,True,9,0,True,6,9,3,6,0,0.0,move_camel,c_1,0.75,,,3.0,-1.0,4.0,,5.0,1.0,7.0,-1.0,,
38,6,1,True,6,3,False,6,0,True,6,2,True,9,0,True,6,9,3,6,0,1.0,game_bet,c_2,1.3987500000000002,,,3.0,-1.0,,lose,5.0,1.0,7.0,-1.0,,
39,6,1,True,6,3,False,6,0,True,6,2,True,9,0,True,6,9,3,6,0,2.0,game_bet,c_2,1.4949999999999999,,,3.0,-1.0,,lose,5.0,1.0,7.0,-1.0,,
40,6,1,True,6,3,False,6,0,True,6,2,True,9,0,True,6,9,3,6,0,3.0,round_winner_bet,c_1,1.3679999999999999,,,3.0,-1.0,,,5.0,1.0,7.0,-1.0,,
41,6,1,True,6,3,False,6,0,True,6,2,True,9,0,True,6,9,3,6,0,0.0,game_bet,c_2,1.4912500000000004,,,3.0,-1.0,,lose,5.0,1.0,7.0,-1.0,,
42,6,1,True,6,3,False,6,0,True,6,2,True,9,0,True,6,9,3,6,0,1.0,move_trap,,0.9359999999999999,-1.0,11.0,11.0,-1.0,,,5.0,1.0,7.0,-1.0,,
43,9,2,True,9,4,False,9,1,False,9,3,True,9,0,True,6,9,4,6,0,2.0,move_camel,c_2,0.75,,,11.0,-1.0,3.0,,5.0,1.0,7.0,-1.0,,
44,9,2,True,9,4,False,9,1,False,9,3,True,9,0,True,6,9,4,6,0,3.0,round_winner_bet,c_1,1.1460000000000001,,,11.0,-1.0,,,5.0,1.0,7.0,-1.0,,
45,12,0,False,12,2,False,9,1,False,12,1,True,9,0,True,7,9,4,6,0,0.0,move_camel,c_0,0.75,,,11.0,-1.0,3.0,,5.0,1.0,7.0,-1.0,,
46,12,0,False,12,2,False,9,1,False,12,1,True,9,0,True,7,9,4,6,0,1.0,game_bet,c_0,1.5950000000000002,,,11.0,-1.0,,lose,5.0,1.0,7.0,-1.0,,
47,12,0,False,12,2,False,9,1,False,12,1,True,9,0,True,7,9,4,6,0,2.0,game_bet,c_0,1.50375,,,11.0,-1.0,,lose,5.0,1.0,7.0,-1.0,,
48,12,0,False,12,2,False,9,1,False,12,1,True,9,0,True,7,9,4,6,0,3.0,round_winner_bet,c_1,1.583,,,11.0,-1.0,,,5.0,1.0,7.0,-1.0,,
49,12,0,False,12,2,False,9,1,False,12,1,True,9,0,True,7,9,4,6,0,0.0,game_bet,c_0,1.515,,,11.0,-1.0,,lose,5.0,1.0,7.0,-1.0,,
50,12,0,False,12,2,False,10,1,False,12,1,True,10,0,False,7,10,4,6,0,1.0,move_camel,c_4,0.75,,,11.0,-1.0,1.0,,5.0,1.0,7.0,-1.0,,
51,12,0,False,12,2,False,10,1,False,12,1,True,10,0,False,7,10,4,6,0,2.0,round_winner_bet,c_3,1.0,,,11.0,-1.0,,,5.0,1.0,7.0,-1.0,,
52,12,0,False,12,2,False,10,1,False,12,1,True,10,0,False,7,10,4,6,0,3.0,round_winner_bet,c_3,1.0,,,11.0,-1.0,,,5.0,1.0,7.0,-1.0,,
53,12,0,True,15,1,True,10,1,True,15,0,True,10,0,True,8,9,5,16,0,0.0,move_camel,c_3,0.75,,,11.0,-1.0,3.0,,5.0,1.0,7.0,-1.0,,
54,12,0,True,15,1,True,10,1,True,15,0,True,10,0,True,8,9,5,16,0,1.0,round_winner_bet,c_1,4.483999999999999,,,11.0,-1.0,,,5.0,1.0,7.0,-1.0,,
55,12,0,True,15,1,True,10,1,True,15,0,True,10,0,True,8,9,5,16,0,2.0,round_winner_bet,c_1,2.68,,,11.0,-1.0,,,5.0,1.0,7.0,-1.0,,
56,12,0,True,15,1,True,10,1,True,15,0,True,10,0,True,8,9,5,16,0,3.0,round_winner_bet,c_1,1.823,,,11.0,-1.0,,,5.0,1.0,7.0,-1.0,,
57,12,0,True,15,1,True,10,1,True,15,0,True,10,0,False,9,10,5,16,0,0.0,move_camel,c_4,0.75,,,11.0,-1.0,0.0,,5.0,1.0,7.0,-1.0,,
58,12,0,True,15,1,True,10,1,True,15,0,True,10,0,False,9,10,5,16,0,1.0,round_winner_bet,c_3,0.76,,,11.0,-1.0,,,5.0,1.0,7.0,-1.0,,
59,12,0,True,15,1,True,10,1,True,15,0,True,10,0,False,9,10,5,16,0,2.0,round_winner_bet,c_3,0.79,,,11.0,-1.0,,,5.0,1.0,7.0,-1.0,,
60,12,0,True,15,1,True,10,1,True,15,0,True,10,0,False,9,10,5,16,0,3.0,round_winner_bet,c_3,0.784,,,11.0,-1.0,,,5.0,1.0,7.0,-1.0,,
61,12,0,True,16,0,True,10,1,True,15,0,True,10,0,True,10,11,4,16,0,0.0,move_camel,c_1,0.75,,,11.0,-1.0,1.0,,5.0,1.0,7.0,-1.0,,
0,2,1,True,1,0,True,1,1,True,2,2,True,2,0,True,2,2,2,2,1,,,,,,,,,,,,,,,,
1,2,1,True,1,0,True,1,1,True,2,2,True,2,0,True,2,2,2,2,1,0.0,round_winner_bet,c_3,1.512,,,,,,,,,,,,
2,2,1,True,1,0,True,1,1,True,2,2,True,2,0,True,2,2,2,2,1,1.0,move_trap,,1.444,-1.0,4.0,4.0,-1.0,,,,,,,,
3,2,1,True,1,0,True,1,1,True,2,2,True,2,0,True,2,2,2,2,1,2.0,round_winner_bet,c_0,0.8760000000000001,,,4.0,-1.0,,,,,,,,
4,2,1,True,1,0,True,3,0,False,2,2,True,2,0,True,2,2,2,3,1,3.0,move_camel,c_2,0.75,,,4.0,-1.0,2.0,,,,,,,
5,3,2,True,1,0,True,3,0,False,3,3,True,3,1,False,3,2,2,3,1,0.0,move_camel,c_4,0.75,,,4.0,-1.0,1.0,,,,,,,
6,3,2,True,1,0,True,3,0,False,3,3,True,3,1,False,3,2,2,3,1,1.0,round_winner_bet,c_3,1.1159999999999999,,,4.0,-1.0,,,,,,,,
7,3,2,True,1,0,True,3,0,False,3,3,True,3,1,False,3,2,2,3,1,2.0,move_trap,,1.0119999999999996,-1.0,6.0,4.0,-1.0,,,6.0,-1.0,,,,
8,3,2,True,1,0,True,3,0,False,3,3,True,3,1,False,3,2,2,3,1,3.0,round_winner_bet,c_0,1.1019999999999999,,,4.0,-1.0,,,6.0,-1.0,,,,
9,5,0,False,1,0,True,3,0,False,5,1,True,3,1,False,4,2,2,3,1,0.0,move_camel,c_0,0.75,,,4.0,-1.0,2.0,,6.0,-1.0,,,,
10,5,0,False,1,0,True,3,0,False,5,1,True,3,1,False,4,2,2,3,1,1.0,round_winner_bet,c_3,1.6600000000000001,,,4.0,-1.0,,,6.0,-1.0,,,,
11,5,0,False,1,0,True,3,0,False,5,1,True,3,1,False,4,2,2,3,1,2.0,game_bet,c_3,1.44125,,,4.0,-1.0,,win,6.0,-1.0,,,,
12,5,0,False,1,0,True,3,0,False,5,1,True,3,1,False,4,2,2,3,1,3.0,round_winner_bet,c_0,1.339,,,4.0,-1.0,,,6.0,-1.0,,,,
13,5,0,False,1,0,True,3,0,False,5,1,True,3,1,False,4,2,2,3,1,0.0,game_bet,c_3,1.37625,,,4.0,-1.0,,win,6.0,-1.0,,,,
14,5,0,False,1,0,True,3,0,False,5,1,True,3,1,False,4,2,2,3,1,1.0,game_bet,c_3,1.2987499999999998,,,4.0,-1.0,,win,6.0,-1.0,,,,
15,5,0,False,1,0,True,3,0,False,7,0,False,3,1,False,4,2,3,3,1,2.0,move_camel,c_3,0.75,,,4.0,-1.0,2.0,,6.0,-1.0,,,,
16,5,0,False,1,0,True,3,0,False,7,0,False,3,1,False,4,2,3,3,1,3.0,game_bet,c_3,1.5512500000000002,,,4.0,-1.0,,win,6.0,-1.0,,,,
17,5,0,False,1,0,True,3,0,False,7,0,False,3,1,False,4,2,3,3,1,0.0,game_bet,c_2,1.0000000000000002,,,4.0,-1.0,,lose,6.0,-1.0,,,,
18,5,0,False,1,0,True,3,0,False,7,0,False,3,1,False,4,2,3,3,1,1.0,game_bet,c_2,0.9149999999999998,,,4.0,-1.0,,lose,6.0,-1.0,,,,
19,5,0,False,1,0,True,3,0,False,7,0,False,3,1,False,4,2,3,3,1,2.0,game_bet,c_2,0.9675000000000002,,,4.0,-1.0,,lose,6.0,-1.0,,,,
20,5,0,False,1,0,True,3,0,False,7,0,False,3,1,False,4,2,3,3,1,3.0,game_bet,c_2,1.09,,,4.0,-1.0,,lose,6.0,-1.0,,,,
21,5,0,False,1,0,True,3,0,False,7,0,False,3,1,False,4,2,3,3,1,0.0,game_bet,c_1,0.76125,,,4.0,-1.0,,lose,6.0,-1.0,,,,
22,5,0,False,1,0,True,3,0,False,7,0,False,3,1,False,4,2,3,3,1,1.0,game_bet,c_1,1.0150000000000001,,,4.0,-1.0,,lose,6.0,-1.0,,,,
23,5,0,False,1,0,True,3,0,False,7,0,False,3,1,False,4,2,3,3,1,2.0,game_bet,c_1,0.885,,,4.0,-1.0,,lose,6.0,-1.0,,,,
24,5,0,False,1,0,True,3,0,False,7,0,False,3,1,False,4,2,3,3,1,3.0,game_bet,c_1,0.94625,,,4.0,-1.0,,lose,6.0,-1.0,,,,
25,5,0,True,3,2,True,3,0,True,7,0,True,3,1,True,10,7,4,5,1,0.0,move_camel,c_1,0.75,,,4.0,-1.0,2.0,,6.0,-1.0,,,,
26,5,0,True,3,2,True,3,0,True,7,0,True,3,1,True,10,7,4,5,1,1.0,round_winner_bet,c_3,3.026,,,4.0,-1.0,,,6.0,-1.0,,,,
27,5,0,True,3,2,True,3,0,True,7,0,True,3,1,True,10,7,4,5,1,2.0,round_winner_bet,c_3,1.866,,,4.0,-1.0,,,6.0,-1.0,,,,
28,5,0,True,3,2,True,3,0,True,7,0,True,3,1,True,10,7,4,5,1,3.0,round_winner_bet,c_3,1.337,,,4.0,-1.0,,,6.0,-1.0,,,,
29,5,0,True,3,2,True,3,0,True,7,0,True,3,1,True,10,7,4,5,1,0.0,move_trap,,0.9439999999999991,-1.0,8.0,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,,
30,5,0,True,3,2,True,3,0,True,7,0,True,3,1,True,10,7,4,5,1,1.0,round_winner_bet,c_0,0.784,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,,
31,5,0,True,3,2,True,3,0,True,10,0,False,3,1,True,10,7,5,5,1,2.0,move_camel,c_3,0.75,,,4.0,-1.0,3.0,,6.0,-1.0,8.0,-1.0,,
32,5,0,True,5,2,True,3,0,True,10,0,False,5,1,False,10,7,5,6,1,3.0,move_camel,c_4,0.75,,,4.0,-1.0,2.0,,6.0,-1.0,8.0,-1.0,,
33,7,0,False,7,2,True,3,0,True,10,0,False,7,1,False,11,7,5,6,1,0.0,move_camel,c_0,0.75,,,4.0,-1.0,2.0,,6.0,-1.0,8.0,-1.0,,
34,7,0,False,7,2,True,3,0,True,10,0,False,7,1,False,11,7,5,6,1,1.0,round_winner_bet,c_1,1.6320000000000001,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,,
35,7,0,False,7,2,True,3,0,True,10,0,False,7,1,False,11,7,5,6,1,2.0,round_winner_bet,c_1,0.9599999999999999,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,,
36,7,0,False,10,1,False,3,0,True,10,0,False,7,1,False,11,7,5,7,1,3.0,move_camel,c_1,0.75,,,4.0,-1.0,3.0,,6.0,-1.0,8.0,-1.0,,
37,7,0,False,10,1,False,3,0,True,10,0,False,7,1,False,11,7,5,7,1,0.0,round_winner_bet,c_1,2.0,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,,
38,7,0,True,10,1,True,3,0,True,10,0,True,7,1,True,13,14,9,8,1,1.0,move_camel,c_2,0.75,,,4.0,-1.0,0.0,,6.0,-1.0,8.0,-1.0,,
39,7,0,True,10,1,True,3,0,True,10,0,True,7,1,True,13,14,9,8,1,2.0,round_winner_bet,c_1,2.6340000000000003,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,,
40,7,0,True,10,1,True,3,0,True,10,0,True,7,1,True,13,14,9,8,1,3.0,round_winner_bet,c_1,1.622,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,,
41,7,0,True,10,1,True,3,0,True,10,0,True,7,1,True,13,14,9,8,1,0.0,round_winner_bet,c_3,1.4679999999999997,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,,
42,7,0,True,10,1,True,3,0,True,10,0,True,7,1,True,13,14,9,8,1,1.0,round_winner_bet,c_1,1.127,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,,
43,7,0,True,10,1,True,3,0,True,10,0,True,7,1,True,13,14,9,8,1,2.0,round_winner_bet,c_3,0.978,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,,
44,7,0,True,10,1,True,3,0,True,10,0,True,7,1,True,13,14,9,8,1,3.0,move_trap,,1.3040000000000003,1.0,12.0,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,12.0,1.0
45,7,0,True,10,1,True,3,0,True,10,0,True,7,1,True,13,14,9,8,1,0.0,round_winner_bet,c_3,0.8529999999999999,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,12.0,1.0
46,7,0,True,11,0,False,3,0,True,10,0,True,7,1,True,13,15,9,8,1,1.0,move_camel,c_1,0.75,,,4.0,-1.0,1.0,,6.0,-1.0,8.0,-1.0,12.0,1.0
47,7,0,True,11,0,False,3,0,True,10,0,True,7,1,True,13,15,9,8,1,2.0,game_bet,c_4,1.1262499999999998,,,4.0,-1.0,,win,6.0,-1.0,8.0,-1.0,12.0,1.0
48,7,0,True,11,0,False,3,0,True,10,0,True,7,1,True,13,15,9,8,1,3.0,game_bet,c_4,1.0187499999999998,,,4.0,-1.0,,win,6.0,-1.0,8.0,-1.0,12.0,1.0
49,7,0,True,11,0,False,3,0,True,10,0,True,7,1,True,13,15,9,8,1,0.0,game_bet,c_4,0.9624999999999999,,,4.0,-1.0,,win,6.0,-1.0,8.0,-1.0,12.0,1.0
50,7,0,True,11,0,False,3,0,True,10,0,True,7,1,True,13,15,9,8,1,1.0,round_winner_bet,c_4,1.052,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,12.0,1.0
51,10,1,False,11,0,False,3,0,True,10,0,True,10,2,True,13,15,10,8,1,2.0,move_camel,c_0,0.75,,,4.0,-1.0,3.0,,6.0,-1.0,8.0,-1.0,12.0,1.0
52,10,1,False,11,0,False,3,0,True,10,0,True,10,2,True,13,15,10,8,1,3.0,round_winner_bet,c_0,2.592,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,12.0,1.0
53,10,1,False,11,0,False,3,0,True,10,0,True,10,2,True,13,15,10,8,1,0.0,game_bet,c_0,2.3862499999999995,,,4.0,-1.0,,win,6.0,-1.0,8.0,-1.0,12.0,1.0
54,10,1,False,11,0,False,3,0,True,10,0,True,10,2,True,13,15,10,8,1,1.0,game_bet,c_0,2.43125,,,4.0,-1.0,,win,6.0,-1.0,8.0,-1.0,12.0,1.0
55,10,1,False,11,0,False,3,0,True,10,0,True,10,2,True,13,15,10,8,1,2.0,game_bet,c_0,2.3862499999999995,,,4.0,-1.0,,win,6.0,-1.0,8.0,-1.0,12.0,1.0
56,10,1,False,11,0,False,3,0,True,10,0,True,10,2,True,13,15,10,8,1,3.0,game_bet,c_0,2.31875,,,4.0,-1.0,,win,6.0,-1.0,8.0,-1.0,12.0,1.0
57,10,1,False,11,0,False,3,0,True,10,0,True,10,2,True,13,15,10,8,1,0.0,round_winner_bet,c_0,1.746,,,4.0,-1.0,,,6.0,-1.0,8.0,-1.0,12.0,1.0
58,10,1,False,11,0,False,3,0,True,10,0,True,10,2,True,13,15,10,8,1,1.0,game_bet,c_4,2.09375,,,4.0,-1.0,,win,6.0,-1.0,8.0,-1.0,12.0,1.0
59,10,1,False,11,0,False,3,0,True,10,0,True,10,2,True,13,15,10,8,1,2.0,move_trap,,1.9159999999999986,1.0,15.0,4.0,-1.0,,,15.0,1.0,8.0,-1.0,12.0,1.0
60,10,1,False,11,0,False,3,0,True,10,0,True,10,2,True,13,15,10,8,1,3.0,round_winner_bet,c_4,1.528,,,4.0,-1.0,,,15.0,1.0,8.0,-1.0,12.0,1.0
61,10,1,False,11,0,False,3,0,True,10,0,True,10,2,True,13,15,10,8,1,0.0,round_winner_bet,c_0,1.393,,,4.0,-1.0,,,15.0,1.0,8.0,-1.0,12.0,1.0
62,10,1,False,11,0,False,3,0,True,10,0,True,10,2,True,13,15,10,8,1,1.0,round_winner_bet,c_4,0.7789999999999999,,,4.0,-1.0,,,15.0,1.0,8.0,-1.0,12.0,1.0
63,10,1,False,11,0,False,3,0,True,10,0,True,13,0,False,13,15,11,8,1,2.0,move_camel,c_4,0.75,,,4.0,-1.0,3.0,,15.0,1.0,8.0,-1.0,12.0,1.0
64,10,1,False,11,0,False,5,0,False,10,0,True,13,0,False,13,15,11,9,1,3.0,move_camel,c_2,0.75,,,4.0,-1.0,2.0,,15.0,1.0,8.0,-1.0,12.0,1.0
65,13,2,True,11,0,True,5,0,True,13,1,True,13,0,True,21,12,11,13,1,0.0,move_camel,c_3,0.75,,,4.0,-1.0,3.0,,15.0,1.0,8.0,-1.0,12.0,1.0
66,13,2,True,11,0,True,5,0,True,13,1,True,13,0,True,21,12,11,13,1,1.0,round_winner_bet,c_0,3.54,,,4.0,-1.0,,,15.0,1.0,8.0,-1.0,12.0,1.0
67,13,2,True,11,0,True,5,0,True,13,1,True,13,0,True,21,12,11,13,1,2.0,round_winner_bet,c_0,2.1399999999999997,,,4.0,-1.0,,,15.0,1.0,8.0,-1.0,12.0,1.0
68,13,2,True,11,0,True,5,0,True,13,1,True,13,0,True,21,12,11,13,1,3.0,round_winner_bet,c_0,1.4809999999999999,,,4.0,-1.0,,,15.0,1.0,8.0,-1.0,12.0,1.0
69,13,2,True,11,0,True,5,0,True,13,1,True,13,0,True,21,12,11,13,1,0.0,round_winner_bet,c_3,0.8259999999999998,,,4.0,-1.0,,,15.0,1.0,8.0,-1.0,12.0,1.0
70,13,2,True,11,0,True,7,0,False,13,1,True,13,0,True,22,13,11,13,1,1.0,move_camel,c_2,0.75,,,4.0,-1.0,2.0,,15.0,1.0,8.0,-1.0,12.0,1.0
71,16,1,True,11,0,True,7,0,True,16,0,True,13,0,True,23,31,23,18,1,2.0,move_camel,c_3,0.75,,,4.0,-1.0,3.0,,15.0,1.0,8.0,-1.0,12.0,1.0
0,2,0,True,0,0,True,1,0,True,0,2,True,0,1,True,2,2,2,2,2,,,,,,,,,,,,,,,,
1,2,0,True,0,0,True,1,0,True,0,2,True,0,1,True,2,2,2,2,2,0.0,move_trap,,1.5680000000000005,-1.0,3.0,,,,,,,3.0,-1.0,,
2,2,0,True,0,0,True,1,0,True,0,2,True,0,1,True,2,2,2,2,2,1.0,round_winner_bet,c_3,1.128,,,,,,,,,3.0,-1.0,,
3,2,0,True,0,0,True,1,0,True,0,2,True,0,1,True,2,2,2,2,2,2.0,round_winner_bet,c_0,0.8759999999999999,,,,,,,,,3.0,-1.0,,
4,2,0,True,0,0,True,2,1,False,0,2,True,0,1,True,2,2,2,3,2,3.0,move_camel,c_2,0.75,,,,,1.0,,,,3.0,-1.0,,
5,2,0,True,0,0,True,2,1,False,0,2,True,0,1,True,2,2,2,3,2,0.0,round_winner_bet,c_2,1.5759999999999998,,,,,,,,,3.0,-1.0,,
6,2,0,True,0,0,True,2,1,False,0,2,True,0,1,True,2,2,2,3,2,1.0,round_winner_bet,c_2,0.9120000000000001,,,,,,,,,3.0,-1.0,,
7,2,0,True,0,0,True,2,1,False,0,2,True,0,1,True,2,2,2,3,2,2.0,move_trap,,0.7519999999999998,-1.0,1.0,,,,,1.0,-1.0,3.0,-1.0,,
8,2,0,True,0,0,True,2,1,False,0,2,True,0,1,True,2,2,2,3,2,3.0,game_bet,c_2,0.7625000000000001,,,,,,win,1.0,-1.0,3.0,-1.0,,
9,2,0,True,0,0,True,2,1,False,0,2,True,0,1,True,2,2,2,3,2,0.0,game_bet,c_1,0.9900000000000002,,,,,,lose,1.0,-1.0,3.0,-1.0,,
10,2,0,True,0,0,True,2,1,False,0,2,True,0,1,True,2,2,2,3,2,1.0,move_trap,,0.8959999999999999,-1.0,5.0,5.0,-1.0,,,1.0,-1.0,3.0,-1.0,,
11,2,0,True,0,0,True,2,1,False,2,2,False,0,1,True,2,2,3,3,2,2.0,move_camel,c_3,0.75,,,5.0,-1.0,2.0,,1.0,-1.0,3.0,-1.0,,
12,2,0,True,0,0,True,2,1,False,2,2,False,0,1,True,2,2,3,3,2,3.0,round_winner_bet,c_3,1.73,,,5.0,-1.0,,,1.0,-1.0,3.0,-1.0,,
13,2,0,True,0,0,True,2,1,False,2,2,False,0,1,True,2,2,3,3,2,0.0,round_winner_bet,c_3,1.202,,,5.0,-1.0,,,1.0,-1.0,3.0,-1.0,,
