round_id,camel_c_0_location,camel_c_0_stack_location,camel_c_0_yet_to_move,camel_c_1_location,camel_c_1_stack_location,camel_c_1_yet_to_move,camel_c_2_location,camel_c_2_stack_location,camel_c_2_yet_to_move,camel_c_3_location,camel_c_3_stack_location,camel_c_3_yet_to_move,camel_c_4_location,camel_c_4_stack_location,camel_c_4_yet_to_move,player_0_coins,player_1_coins,player_2_coins,player_3_coins,active_player,action_type,camel,distance,trap_type,trap_location,player_3_trap_location,player_3_trap_type,player_2_trap_location,player_2_trap_type,bet_type,player_1_trap_location,player_1_trap_type,game_id,player_0_name,player_0_final,player_1_name,player_1_final,player_2_name,player_2_final,player_3_name,player_3_final,winners
49,9,1,True,9,0,True,13,0,True,13,1,True,6,0,False,15,12,16,19,0.0,move_camel,c_4,1.0,,,4.0,-1.0,11.0,1.0,,15.0,1.0,fixed_order_4player_g0,RollAgent,16,GreedyAgent,26,GreedyAgent,29,GreedyAgent,26,GreedyAgent
50,9,1,True,9,0,True,13,0,True,13,1,True,6,0,False,15,12,16,19,1.0,round_winner_bet,c_3,,,,4.0,-1.0,11.0,1.0,,15.0,1.0,fixed_order_4player_g0,RollAgent,16,GreedyAgent,26,GreedyAgent,29,GreedyAgent,26,GreedyAgent
51,9,1,True,9,0,True,13,0,True,13,1,True,6,0,False,15,12,16,19,2.0,round_winner_bet,c_3,,,,4.0,-1.0,11.0,1.0,,15.0,1.0,fixed_order_4player_g0,RollAgent,16,GreedyAgent,26,GreedyAgent,29,GreedyAgent,26,GreedyAgent
52,9,1,True,9,0,True,13,0,True,13,1,True,6,0,False,15,12,16,19,3.0,round_winner_bet,c_3,,,,4.0,-1.0,11.0,1.0,,15.0,1.0,fixed_order_4player_g0,RollAgent,16,GreedyAgent,26,GreedyAgent,29,GreedyAgent,26,GreedyAgent
53,9,1,True,9,0,True,13,0,True,16,0,True,6,0,True,16,26,29,26,0.0,move_camel,c_3,3.0,,,4.0,-1.0,11.0,1.0,,15.0,1.0,fixed_order_4player_g0,RollAgent,16,GreedyAgent,26,GreedyAgent,29,GreedyAgent,26,GreedyAgent
0,1,0,True,1,1,True,0,0,True,0,1,True,1,2,True,2,2,2,2,,,,,,,,,,,,,,fixed_order_4player_g1,RollAgent,26,GreedyAgent,43,GreedyAgent,37,GreedyAgent,27,GreedyAgent
1,1,0,True,1,1,True,0,0,True,2,0,False,1,2,True,3,2,2,2,0.0,move_camel,c_3,2.0,,,,,,,,,,fixed_order_4player_g1,RollAgent,26,GreedyAgent,43,GreedyAgent,37,GreedyAgent,27,GreedyAgent
2,1,0,True,1,1,True,0,0,True,2,0,False,1,2,True,3,2,2,2,1.0,round_winner_bet,c_4,,,,,,,,,,,fixed_order_4player_g1,RollAgent,26,GreedyAgent,43,GreedyAgent,37,GreedyAgent,27,GreedyAgent
3,1,0,True,1,1,True,0,0,True,2,0,False,1,2,True,3,2,2,2,2.0,round_winner_bet,c_4,,,,,,,,,,,fixed_order_4player_g1,RollAgent,26,GreedyAgent,43,GreedyAgent,37,GreedyAgent,27,GreedyAgent
4,1,0,True,1,1,True,0,0,True,2,0,False,1,2,True,3,2,2,2,3.0,round_winner_bet,c_1,,,,,,,,,,,fixed_order_4player_g1,RollAgent,26,GreedyAgent,43,GreedyAgent,37,GreedyAgent,27,GreedyAgent
5,1,0,True,1,1,True,0,0,True,2,0,False,3,0,False,4,2,2,2,0.0,move_camel,c_4,2.0,,,,,,,,,,fixed_order_4player_g1,RollAgent,26,GreedyAgent,43,GreedyAgent,37,GreedyAgent,27,GreedyAgent
6,1,0,True,1,1,True,0,0,True,2,0,False,3,0,False,4,2,2,2,1.0,move_trap,,,-1.0,4.0,,,,,,4.0,-1.0,fixed_order_4player_g1,RollAgent,26,GreedyAgent,43,GreedyAgent,37,GreedyAgent,27,GreedyAgent
7,1,0,True,1,1,True,0,0,True,2,0,False,3,0,False,4,2,2,2,2.0,game_bet,c_3,,,,,,,,lose,4.0,-1.0,fixed_order_4player_g1,RollAgent,26,GreedyAgent,43,GreedyAgent,37,GreedyAgent,27,GreedyAgent
